year,ccode,familychildren,health,housing,oldage,sicknessdisability,social,survivors,unemployment,nominalGDP,potentialoutput
1995,AUT,5673.4,11778.9,124.9,21248.8,4023,38614.5,3382.2,2417.1,176.6088,243.6674
1996,AUT,5568.6,12291.6,144.1,22202.9,3959.7,39855,3485.3,2574.7,182.5409,249.3112
1997,AUT,5333.7,13193.7,171,22846,3821.7,40060.7,3531.3,2371.5,188.7238,255.391
1998,AUT,5151,14015.7,211.9,23803.1,4042.9,41116,3600.2,2559.9,196.3466,262.0063
1999,AUT,5740.7,14809,233.6,24865.5,4088.8,42962.4,3671.5,2545.7,203.8506,268.8078
2000,AUT,6171.8,15216,254.7,25951.7,3962.8,44386.9,3729.7,2407.7,213.6065,275.8415
2001,AUT,6197.1,15542.5,267.8,26926,3664.7,45466.1,3804,2431.7,220.5251,282.6052
2002,AUT,6406.7,16561.7,310.8,27508.2,3882.9,47324.9,3871.7,2874.6,226.7352,289.0832
2003,AUT,6656.2,17177,311.2,28401.6,4079.3,48626.6,3931.3,3127.5,231.8625,295.6196
2004,AUT,6811.6,18207.1,307.7,29095.2,4437.2,49830.1,3981.1,3106.3,242.3483,302.5166
2005,AUT,6976,18888.8,320,29803.5,4673.1,51404.9,4025.6,3178.3,254.075,309.4823
2006,AUT,7005.9,19627.2,394.3,30998.5,4850.6,53184.5,4144.2,3291.4,267.8245,315.9699
2007,AUT,7049,20902.8,337.8,32337.3,5142,55107.3,4265.8,3393.9,283.978,321.9032
2008,AUT,7512,22069.3,414.9,33950.1,5386.2,57524.9,4401,3103.3,293.7619,326.8677
2009,AUT,7809.2,22584.3,461.1,35871.9,5706,61168,4498.1,3904.5,288.044,329.9646
2010,AUT,7904.4,23275.2,499.8,37341.1,5898.5,63323.2,4565.5,4138,295.8966,332.528
2011,AUT,7509.2,23729.5,424.2,38388.9,6129.8,64179,4622.3,3969.6,310.1287,335.5535
2012,AUT,7554.5,24488.2,391.7,40163.2,6280.7,66633.6,4750.7,4158.9,318.653,338.6999
2013,AUT,7544.6,25194.8,377.1,41715,6431.9,69001.6,4851.8,4513.1,323.9102,342.018
2014,AUT,7550.9,26381.2,373.7,43403.4,6560.8,71461,4949.8,4789.4,333.1461,345.2263
2015,AUT,7940.3,28235,382.8,44081.1,6626.2,72937,5011.1,4812.8,344.2692,349.1316
2016,AUT,8109.6,29223.8,397.8,45285.7,6701.7,75072,5074.4,4941.4,357.608,353.4531
2017,AUT,7993.9,30239.1,391.2,46483.4,6715.3,76076.2,5105.4,4812.2,369.3619,357.6323
2018,AUT,8137.1,31770.2,392.9,47789.6,6833.9,77713.3,5204.7,4693.4,385.424,361.8322
2019,AUT,8048.8,33009.2,372.3,49885.9,7035.6,80102.2,5316.9,4731,397.5185,365.9807
2020,AUT,9077.4,34878.1,376.9,52708.5,7062.4,86811.7,5467.9,7251.6,379.3206,369.6018
1995,BEL,,12672.1,NA,,,37335.7,,,210.4891,288.1084
1996,BEL,,13631.4,NA,,,38347.1,,,214.2871,293.8024
1997,BEL,,13460.8,NA,,,39629,,,224.1015,300.484
1998,BEL,,14240.6,NA,,,40320.8,,,232.6238,307.3682
1999,BEL,,15146.8,NA,,,41014.9,,,242.3076,314.7858
2000,BEL,,16092.9,NA,,,42116.4,,,256.3764,322.8035
2001,BEL,5563.6,16647,94.7,18053.7,6186.8,44087.9,5334.6,6204.3,264.3349,330.8353
2002,BEL,5810.8,17343.7,107.3,19114.8,6508.3,46732.9,5517.8,6943.7,273.2559,338.4392
2003,BEL,5987.5,19303.1,145.2,19956.9,6980.5,48984.3,5656.6,7402.6,281.2002,345.6472
2004,BEL,6122.8,20459.3,204.7,21105.7,7285.3,51258,5793.3,7814.8,296.8197,353.1868
2005,BEL,6317.8,21084.1,207,21987.6,7686.8,52990.5,5965.2,7877.7,310.0376,360.6706
2006,BEL,6498.8,21779.5,302.8,23200.3,7800.8,55476,6178.9,7966,325.1515,367.8196
2007,BEL,6799.9,23235.8,285,24634,8234.1,57740.3,6314.8,7772.6,343.6189,375.2652
2008,BEL,7601,25650.5,451.5,26142.3,8838.8,61589.4,6625.6,7894.7,351.7431,382.0893
2009,BEL,8351.7,27147.1,540.3,27610.8,9460.5,66543.1,6863.5,9151.6,346.4728,387.0153
2010,BEL,8650,28164.3,596.4,29058.8,9742.7,68469.2,6963.8,9074.4,363.1401,392.4812
2011,BEL,9203.9,29086.8,704.3,30657.6,10239.3,71834.8,7165.4,8950.8,375.9678,398.4977
2012,BEL,9532.6,30647.3,653.1,32672.4,10972.8,75606.4,7359.7,9160.4,386.1747,402.9892
2013,BEL,9176.2,31489.1,674.3,34938.2,11985.3,78779.9,7459.7,9463.1,392.88,406.6384
2014,BEL,9460.2,32369.3,694,36010.8,12465.4,79670,7353.2,8981.8,403.0033,410.845
2015,BEL,9454.4,32639.4,826.8,37129.5,13104.9,80798.1,7348.3,8164,416.7014,415.9082
2016,BEL,9416.8,32788.8,773.1,38619.9,13868.7,83473.8,7430,7809.9,430.0853,421.5819
2017,BEL,9638.8,33787.7,948.2,40591.3,14450.7,85967.3,7512.9,7216.8,445.0501,427.0039
2018,BEL,9998.2,35068.3,952.9,42422.8,15400.9,88722.4,7532.2,6757.8,460.0917,432.9839
2019,BEL,10401.3,36049,985,44786.2,16515.2,92135.7,7500.8,6266.7,478.2389,439.516
2020,BEL,10821.4,40369.9,907.2,46769.2,17494.6,103865.5,7568.3,14066.5,456.7315,445.0982
1995,DNK,47331,70251,7850,71349,46450,260804,192,62900,1036.483,1520.832
1996,DNK,53843,72956,7960,74559,48863,270382,188,59513,1088.024,1555.183
1997,DNK,55741,74895,8193,76248,50826,273377,187,56461,1146.129,1592.463
1998,DNK,59032,78206,8475,78881,52878,278657,181,54076,1185.988,1631.406
1999,DNK,62542,85357,8659,78005,53803,283711,172,54644,1241.521,1669.12
2000,DNK,65477,88749,8646,80739,56352,296547,146,56678,1326.912,1708.616
2001,DNK,69358,95080,8865,84615,60303,310781,141,56316,1371.526,1741.778
2002,DNK,70997,99785,9225,87429,64022,324182,142,58788,1410.271,1769.253
2003,DNK,75926,102653,9760,91152,68232,341045,142,62032,1436.751,1792.197
2004,DNK,76791,108576,10211,94466,71826,353120,139,64925,1506.001,1814.918
2005,DNK,78726,115002,10638,102497,74785,360641,134,60707,1585.984,1840.141
2006,DNK,84366,123619,10964,109997,78420,364516,132,52227,1682.26,1873.002
2007,DNK,83915,133319,11165,116687,82677,373205,130,47471,1738.845,1905.416
2008,DNK,88663,142069,11402,122550,88793,389090,133,45806,1801.47,1935.896
2009,DNK,94304,152772,11634,129089,93004,418018,137,54353,1722.143,1955.142
2010,DNK,96720,154836,12230,136988,97269,449771,146,64270,1810.926,1972.302
2011,DNK,94531,156052,12742,143999,97372,456038,142,65492,1846.854,1989.116
2012,DNK,93074,163990,13226,151013,98208,465800,146,65352,1895.002,2006.833
2013,DNK,95110,164265,13348,157031,98091,473236,151,64165,1929.677,2027.023
2014,DNK,93767,169580,13875,163567,97212,475442,152,60778,1981.165,2051.999
2015,DNK,92453,173582,14326,169335,96397,478233,132,55003,2036.356,2086.321
2016,DNK,93634,177820,14370,173918,95603,482523,153,50864,2107.808,2128.806
2017,DNK,95556,182525,14620,179467,96607,487474,148,49244,2192.96,2172.494
2018,DNK,97247,186894,14825,185182,97703,492768,190,45912,2253.316,2217.193
2019,DNK,98409,192716,15206,192860,100280,499649,293,44614,2318.042,2258.954
2020,DNK,101629,207849,15620,196848,107136,521032,284,50009,2329.561,2300.012
1995,FIN,,6113,,,,24732,,,98.549,141.042
1996,FIN,,6507,,,,25371,,,102.083,145.2657
1997,FIN,,6888,,,,25815,,,110.807,150.5717
1998,FIN,,7020,,,,26066,,,120.474,157.1793
1999,FIN,,7330,,,,26814,,,126.916,164.2999
2000,FIN,,7803,,,,26649,,,136.442,171.672
2001,FIN,4368,8454,399,11004,5660,27750,1104,3548,144.628,178.8567
2002,FIN,4443,9199,413,11947,6065,29605,1168,3799,148.486,185.1129
2003,FIN,4527,9741,430,12575,6254,30868,1210,4032,151.749,190.967
2004,FIN,4724,10283,436,13270,6463,32206,1254,4150,158.758,196.5235
2005,FIN,4921,10966,437,13710,6723,33055,1289,4010,164.687,201.6719
2006,FIN,5003,11536,439,14272,7020,33921,1305,3818,172.897,206.4281
2007,FIN,5277,12095,431,15332,7298,35613,1372,3622,187.072,211.0491
2008,FIN,5698,13016,428,16443,7478,37476,1388,3596,194.265,214.3234
2009,FIN,5895,13463,482,18159,7934,40940,1480,4313,181.747,214.8011
2010,FIN,6044,13790,530,19017,8250,42512,1458,4398,188.143,215.4525
2011,FIN,6337,14580,552,20761,8534,44492,1528,3919,197.998,216.1082
2012,FIN,6615,15504,606,22501,8947,47415,1582,4068,201.037,216.4434
2013,FIN,6792,15997,670,24224,9187,50262,1638,4544,204.321,216.6335
2014,FIN,6780,16159,742,25243,9361,52184,1662,5117,206.897,217.0543
2015,FIN,6814,15406,918,28131,7580,53413,1653,5570,211.385,217.9495
2016,FIN,6853,15616,1080,30094,7109,55426,1514,5505,217.518,220.1319
2017,FIN,6831,15868,1263,30892,7012,55546,1506,4974,226.301,222.758
2018,FIN,6953,16513,1489,31900,7307,56618,1535,4375,233.468,225.906
2019,FIN,7244,17114,1491,32913,7539,57720,1530,4033,239.852,229.0049
2020,FIN,7313,18159,1567,34117,7587,60594,1552,5378,237.995,231.5579
1995,FRA,31734,86552,11535,129182,33599,259903,20131,21041,1218.273,1627.625
1996,FRA,32453,90588,11787,131996,34825,268118,20698,22896,1252.266,1659.828
1997,FRA,33355,91524,12962,137803,34990,277372,20807,23406,1292.777,1693.523
1998,FRA,33500,94332,12975,142361,36154,285146,21167,23745,1351.896,1729.19
1999,FRA,34635,96728,13485,147467,37638,296346,21501,25056,1400.999,1766.489
2000,FRA,36272,103238,13884,152436,33892,301358,21834,25773,1478.585,1804.946
2001,FRA,36978,107989,14218,159147,34962,314329,22450,26757,1538.2,1840.838
2002,FRA,37572,115691,15004,165201,36683,328600,23339,30111,1587.829,1874.145
2003,FRA,39130,122921,14960,174123,38644,347044,23984,34148,1630.666,1907.829
2004,FRA,40183,129180,15579,188209,42047,361971,24868,35103,1704.019,1943.733
2005,FRA,40959,135537,15866,198496,44334,376740,26271,34275,1765.905,1980.001
2006,FRA,44039,140181,16167,213415,46441,399052,27122,32876,1848.151,2015.388
2007,FRA,47130,144882,16228,225865,50488,420621,27939,31678,1941.36,2050.614
2008,FRA,47876,148414,17392,238661,50330,435282,28712,30728,1992.38,2082.801
2009,FRA,48488,154054,19073,248925,53557,459029,29646,35752,1936.422,2105.615
2010,FRA,48794,159197,18100,257682,54318,472371,31286,37926,1995.289,2129.372
2011,FRA,50018,163277,18530,269082,55766,487832,31603,38109,2058.369,2153.236
2012,FRA,51839,167197,19354,277646,57867,504765,33412,39772,2088.804,2175.067
2013,FRA,52869,170642,19713,285321,59909,517782,33685,41370,2117.189,2197.114
2014,FRA,53850,176045,20090,291652,59067,526788,34054,42073,2149.765,2217.456
2015,FRA,53671,177606,20349,296442,61120,535188,34253,42766,2198.432,2234.949
2016,FRA,53069,181527,21004,301192,65121,546058,34408,43928,2234.129,2252.862
2017,FRA,53830,186344,21521,306252,66347,555337,34705,44064,2297.242,2273.237
2018,FRA,53947,189698,20870,312956,68555,564910,34981,44109,2363.306,2294.013
2019,FRA,54414,194017,20902,319139,70734,580665,35464,44932,2437.635,2315.599
2020,FRA,55457,206973,21449,324813,75670,627916,35776,75843,2302.86,2335.92
1995,DEU,,116167,,,,392642,,,1894.61,2337.793
1996,DEU,,120749,,,,415862,,,1921.38,2372.132
1997,DEU,,119549,,,,421345,,,1961.15,2404.457
1998,DEU,,122556,,,,426231,,,2014.42,2438.406
1999,DEU,,125452,,,,439146,,,2059.48,2475.958
2000,DEU,30042,136425,3695,196631,57736,425129,50142,52115,2109.09,2515.242
2001,DEU,30098,141945,5152,204289,60209,437314,50559,53340,2172.54,2552.499
2002,DEU,31170,147191,5173,212064,62416,452979,50804,57076,2198.12,2585.654
2003,DEU,32109,150525,5269,218870,62794,465576,50242,60635,2211.57,2616.084
2004,DEU,32918,145621,5458,221294,61662,468124,50039,60794,2262.52,2646.37
2005,DEU,33137,149589,10979,225885,59822,475572,48278,68936,2288.31,2677.909
2006,DEU,32894,153275,12216,227215,59236,475673,47965,67491,2385.08,2714.754
2007,DEU,34025,158885,11845,231739,61231,472511,47886,58332,2499.55,2752.023
2008,DEU,36085,164972,11321,235537,65633,478923,48641,54959,2546.49,2786.77
2009,DEU,40537,174635,12378,241726,69815,506036,49638,64796,2445.73,2808.783
2010,DEU,42341,179617,12523,245667,73463,514462,50330,62246,2564.4,2841.034
2011,DEU,41747,183785,13014,247336,76062,508438,50672,51803,2693.56,2865.543
2012,DEU,44017,188188,12479,252515,81307,518918,51546,48727,2745.31,2891.788
2013,DEU,45161,198927,12893,257921,85562,533910,52363,50464,2811.35,2936.497
2014,DEU,46978,209452,8704,266850,91124,550151,54008,51099,2927.43,2982.802
2015,DEU,50019,217769,9351,279003,92981,577822,56225,50839,3026.18,3034.527
2016,DEU,55094,225794,10850,290681,98096,611468,58328,50458,3134.74,3084.298
2017,DEU,56199,232702,11438,306312,103024,634997,60481,52223,3267.16,3125.077
2018,DEU,58285,241621,10970,316284,107072,648812,62413,50790,3367.86,3164.045
2019,DEU,60217,253659,11024,333161,113050,681481,65740,52620,3473.35,3197.171
2020,DEU,73256,286656,8980,347763,115441,734813,68274,72944,3367.56,3221.898
1995,GRC,,4671,NA,,,11227,,,93.0636,150.5536
1996,GRC,,5100,NA,,,12454,,,103.0366,154.9162
1997,GRC,,5630,NA,,,13887,,,114.7122,160.0222
1998,GRC,,6529,NA,,,15602,,,125.2626,165.6557
1999,GRC,,7482,NA,,,17097,,,133.7887,172.0335
2000,GRC,,7935,NA,,,19168,,,141.2473,179.3143
2001,GRC,930,9568,211,13320,2307,20658,2433,1155,152.1938,187.0395
2002,GRC,936,9755,127,14564,2527,22449,2596,1288,163.4608,194.9744
2003,GRC,1083,10696,197,17239,2696,25574,2729,1221,178.9049,204.4763
2004,GRC,1183,10913,372,17742,2934,27177,2898,1621,193.7158,212.8883
2005,GRC,1368,12313,388,19764,3045,29698,3211,1565,199.2423,218.4834
2006,GRC,1372,12846,368,22948,3277,32947,3042,1600,217.8616,224.4291
2007,GRC,1492,13989,888,24998,3502,36558,3363,1957,232.6946,229.4626
2008,GRC,1755,15629,832,29312,3664,41240,3520,1815,241.9904,232.2196
2009,GRC,2225,16184,817,30786,3903,44284,3645,2377,237.5342,232.4587
2010,GRC,2097,15507,145,30515,3774,42507,3365,2266,224.124,229.9457
2011,GRC,1371,13429,200,30502,3682,41846,3385,2378,203.3082,224.1541
2012,GRC,1233,11352,45,30159,3431,40169,3395,1461,188.3806,217.5548
2013,GRC,1261,9709,228,26634,2690,35353,2772,1376,179.8844,211.5442
2014,GRC,1278,8491,142,27280,2835,36060,2913,816,177.236,206.7517
2015,GRC,1162,8783,75,27657,2820,35922,2945,884,176.3689,203.2683
2016,GRC,1149,9306,12,27777,2623,36075,3055,849,174.4942,199.495
2017,GRC,1202,9685,43,24844,3067,35396,3804,870,176.9034,196.9194
2018,GRC,1564,10004,18,24754,2764,35544,3703,971,179.5577,194.3665
2019,GRC,1640,10536,365,25389,2955,36283,3738,1106,183.2504,193.1173
2020,GRC,1677,11075,392,25994,2781,37260,3863,1518,165.3264,191.5039
1995,IRL,1170.1,2988.2,198.4,3132.3,909.9,7220.4,430.6,893.4,54.7587,90.2017
1996,IRL,920.2,3118.7,248.2,3307.3,956,7386.1,458.8,959.3,60.1476,97.4
1997,IRL,1086.2,3559.8,250.2,3834,1119.2,8633.6,528.1,1177.9,69.4007,106.0713
1998,IRL,1137.1,4032,302.3,4084.1,1158.6,9143.5,549.5,1228.6,80.4308,115.5137
1999,IRL,1157,4636,497,5295.3,1169.3,10640.3,557.9,1273.1,92.7905,125.7866
2000,IRL,1236.5,5281.9,794.4,4357.3,1251.3,10365.5,603.3,1398.1,108.4953,136.2882
2001,IRL,1469,6391.4,1146.1,5371.7,1481.7,12575.1,704.4,1576.5,122.0892,146.7293
2002,IRL,1789.3,7997.7,1418.6,6258.7,1800,14789.9,819.9,1692.5,135.9976,156.8152
2003,IRL,1943.7,8879.9,1396.8,6958,1901.6,15914.4,890.8,1782,145.5764,165.8975
2004,IRL,2103.7,10005.1,1255,7779,2051.6,17110.2,961.1,1915.5,156.2603,174.6992
2005,IRL,2398.1,10214.2,1605.3,6752.7,4667.3,20088.9,1168.8,2410.7,170.3068,183.2983
2006,IRL,2687.3,10970.6,1635.4,7546.4,5188.4,22230.2,1297.2,2660.9,184.9162,191.1347
2007,IRL,3139.4,12279.9,1776,8565.3,5909.2,25230.3,1468.9,3012.7,197.0694,197.1534
2008,IRL,3505,12960.6,2029.8,9808,6406.6,28342.9,1654.9,3418,187.283,198.6679
2009,IRL,3820.5,13355.2,1628,10835.1,6434.3,30022.1,1822.4,3838.2,169.5197,197.038
2010,IRL,3701.1,12504.8,1180.9,10603.2,6567.8,29272.2,1801,3776.7,167.3631,194.8143
2011,IRL,4799.3,13598.2,1133.1,9084.5,4684.9,27456.7,1539.2,5126.5,171.6834,193.5492
2012,IRL,4720.6,13496.3,1072.8,9538,4617.3,27702.9,1563.1,5142,175.5128,194.7966
2013,IRL,4396.6,13118.2,1126.7,9263.7,4688.1,26917.3,1579.8,4854.1,179.4112,198.1009
2014,IRL,4261.3,13131,1022.8,9270.1,4901.5,26475.3,1583.8,4440,194.9338,204.9555
2015,IRL,4160.5,13632.3,1229.2,9609.5,5063,26832.6,1611.5,4137.6,262.8001,249.7993
2016,IRL,4150.2,14107.9,1388.9,9730.8,5265.3,26891.2,1616.4,3706.9,270.0581,263.1615
2017,IRL,4042.9,14687.2,2066.2,11859.1,4414.3,28151.1,1591.9,3357.2,296.9252,286.7114
2018,IRL,4118.6,15610,2575.5,12327.7,4640.5,29171.2,1663.2,3052,326.0428,317.5035
2019,IRL,4202.7,16873.4,3376,13185.8,4700.2,31256.8,1719.3,2835,356.5263,346.357
2020,IRL,4412.1,20260.8,3333.1,14378.5,4982,38174.1,1849.8,7880.2,372.8685,371.471
1995,ITA,,50712,NA,,,173081,,,988.243,1512.674
1996,ITA,,54443,NA,,,176254,,,1045.873,1534.487
1997,ITA,,58964,NA,,,188539,,,1092.357,1560.433
1998,ITA,,61580,NA,,,193140,,,1138.856,1585.686
1999,ITA,,64710,NA,,,202090,,,1175.15,1609.868
2000,ITA,,72290,NA,,,208354,,,1241.513,1633.859
2001,ITA,10560,79967,112,148061,17442,216294,32109,5015,1304.137,1655.446
2002,ITA,10285,84354,131,148880,19811,219327,32232,5354,1350.259,1672.497
2003,ITA,11394,87206,155,161295,21828,237900,34367,5992,1394.693,1687.098
2004,ITA,12017,95609,183,168655,22647,248564,35513,6571,1452.319,1705.435
2005,ITA,12065,101899,210,174720,22610,256586,36733,7178,1493.635,1715.089
2006,ITA,13128,107138,252,182700,23668,267897,37499,7583,1552.687,1725.748
2007,ITA,13941,107875,318,192035,24890,280973,38516,7369,1614.84,1738.839
2008,ITA,14552,114795,445,200812,26098,294366,39593,8930,1637.699,1743.42
2009,ITA,16653,117042,515,207472,27594,311076,41250,13234,1577.256,1738.572
2010,ITA,14855,119013,534,214091,27664,317240,41506,14375,1611.279,1736.396
2011,ITA,15391,117262,532,218439,27055,322204,42241,14386,1648.756,1739.413
2012,ITA,15693,115527,582,220145,28965,328997,43284,16438,1624.359,1723.39
2013,ITA,15991,114796,539,223619,29644,337198,44327,19098,1612.751,1721.52
2014,ITA,15841,115948,730,223324,30009,343690,44514,19154,1627.406,1721.387
2015,ITA,15589,116401,861,227115,30185,352256,45044,19400,1655.355,1719.042
2016,ITA,16210,117191,771,227271,30460,354031,44845,19179,1695.787,1716.081
2017,ITA,16692,118388,675,230931,30723,359285,44990,18762,1736.593,1718.14
2018,ITA,16840,120674,540,235569,31206,365916,45338,18982,1771.391,1717.461
2019,ITA,16883,122326,551,243192,31924,378215,45675,19941,1796.634,1716.844
2020,ITA,17593,130111,586,249475,33321,416581,46526,42161,1656.961,1714.524
1995,CYP,100.6,156.8,2.5,230.2,42.4,547.2,61,30.1,7.67831,NA
1996,CYP,109.5,163.4,2.8,251.8,46.3,596.8,66.5,32.8,7.9795,NA
1997,CYP,122,197.9,3,281.3,51,663.4,73.8,36.4,8.37344,12.30493
1998,CYP,132,230.2,3.3,304.2,55,720,79.7,39.4,9.05978,12.7618
1999,CYP,144.6,256.3,3.6,323.4,61.1,781.6,86.5,43.8,9.73156,13.28464
2000,CYP,160.4,260.3,4.1,354.8,67.4,862.1,95.5,48,10.59498,13.80104
2001,CYP,181.7,302,4.8,381.7,73.3,944.1,101,50.6,11.41689,14.31233
2002,CYP,210.4,338.6,5.7,423.1,82.9,1069.5,112.5,56.3,11.87704,14.87181
2003,CYP,260.4,393.1,7.4,482.6,96,1264.2,126.1,62,12.84529,15.40191
2004,CYP,292.6,389.4,8.2,559.2,109.7,1439.2,144.4,71.6,13.85644,15.95476
2005,CYP,328.7,408.9,9.1,639.8,125,1638.8,164.3,82.5,14.82231,16.50233
2006,CYP,339.4,450.3,9.4,657.1,129.7,1696.4,171.3,85.8,16.00002,17.13794
2007,CYP,348.2,457.9,9.9,653.7,129.4,1750.2,169.6,83.3,17.51158,17.79413
2008,CYP,383.6,511.4,3,735,141.8,1943.7,187.1,90.9,19.00958,18.47221
2009,CYP,414.3,552.1,6.1,800.1,126.8,2155.5,207.3,98.1,18.67549,18.94105
2010,CYP,424.6,575.5,7.7,916.5,132.2,2357.2,227,117.2,19.40997,19.35428
2011,CYP,431.3,606.9,10.2,994.6,130.2,2501.8,240,138,19.80303,19.64316
2012,CYP,385.2,580.5,7.3,1048.5,121.9,2532.4,250.2,192,19.44078,19.64702
2013,CYP,338.8,556.2,3.3,1023.2,109.2,2438,253.5,243.4,17.99497,19.36685
2014,CYP,487.9,466,1.2,1063.8,105.3,2419.9,260.7,223,17.43016,19.06343
2015,CYP,521.9,455.6,0.5,1086.7,96.1,2423.1,268.2,157.3,17.88396,18.97443
2016,CYP,568,474.8,0.5,1118.1,99,2507.5,277,145.9,18.92934,19.32075
2017,CYP,576.3,506.3,0.4,1168.1,92.3,2559.4,287.5,114.8,20.24526,19.90152
2018,CYP,591.8,568.9,0.8,1285.3,102.2,2641.6,296,104.1,21.6126,20.5465
2019,CYP,594.2,816.6,0.1,1364.8,95.8,2767.5,307.4,111,23.00994,21.23224
2020,CYP,639.4,1276.9,4.3,1425.1,97.6,2935.3,323.9,142.8,21.61793,21.8164
1995,CZE,14192,117131,423,93448,44072,173791,9781,1905,1596.306,NA
1996,CZE,5653,133337,1581,106267,70696,207082,11096,2225,1829.255,NA
1997,CZE,25784,125273,1896,118447,54493,231850,12480,3496,1971.024,2991.093
